Embedding Model,Initial Classes,Added Classes,Total Time (s),Avg Time per Class (s),Avg Time Ingest (s),Avg Time Math (s)
dinov3_base,10,5,10.862936021331697,2.17258720426634,2.1725347442626957,5.246000364422798e-05
dinov2_small,10,5,3.521337649542838,0.7042675299085676,0.704190589904785,7.694000378251075e-05
dinov2_base,10,5,13.113449071962386,2.622689814392477,2.6226314144134517,5.8399979025125504e-05
resnet50,10,5,3.9399172814888876,0.7879834562977777,0.7878308563232422,0.00015259997453540564
siglip2_so400m,10,5,180.84786278665996,36.16957255733199,36.1694545173645,0.00011803996749222278
dinov3_small_gap,10,5,3.1167504773102706,0.6233500954620541,0.6232915954589845,5.850000306963921e-05
bioclip_v2,10,5,52.688036658470516,10.537607331694105,10.537559171676637,4.8160017468035224e-05
dinov2_small_gap,10,5,3.6051164906052873,0.7210232981210576,0.7209761180877686,4.7180033288896087e-05
dinov3_small,10,5,3.157066877526231,0.6314133755052462,0.6313127155303955,0.0001006599748507142
